_id/$oid,website,start_info/date/month,start_info/date/day,start_info/date/year,start_info/type,about,talking_about_count,description,retrieved,engagement,start_info_clean,name,likes,about_en,category,id,website_en,checked/0,phone,location/city,location/country,description_en,name_en,location/latitude,location/longitude,checked/1,checked/2,checked/3,checked/4,checked/5,location/street,location/zip,relevant,location/state,engagement/count,engagement/social_sentence,checked/6,phone_en,location/located_in,error/message,error/code,error/type,error/fbtrace_id
560216a6c5fd9455673e5058,,3,6,2015,Created,,1317,,1442976616.305505,119999,2015/3/6,ريال مدريد بطل اوروبا,119999,All the fans of Real Madrid,Athlete,470364126365655,,,00964,Baghdad,Iraq,Trident,european champions real madrid,,,,,,,,iraq,0096,false,,,,,,,,,,
560217efc5fd9455673e51d5,,,,,,,5,,1442977457.248897,3043,,الهجرة الى اوروبا,3043,,Non-Governmental Organization (NGO),112768218894291,,1444661628,0000000000000000,,,,migration to europe,,,1449020850,1449218749,1449547818,1449789072,1450135897,انجلترا,,,,,,,,,,,,
56021982c5fd9455673e55bc,<<not-applicable>>,5,11,2013,Started,,12,,1442977786.359931,5910,2013/5/11,الطريق الي اوروبا الهجرة غير الشرعية   الحراقة,5910,▬☻ our sponsored Alababih Zkarh in Althompstih☻▬,School,469047313129701,,1447586959,0793223752,Constantine,Algeria,,the road to europe illegal immigration    frigate,,,,,,,,Constontine,,,,,,,,,,,,
56021b01c5fd9455673e57a2,,,,,,,17,,1442978188.970575,3445,,عشاق اوروبا,3445,"SHKUN Legge Maaya Fshaluti <3 harrachi <3

Ashaaaq Claaaam London City",Sports Team,468849103209182,,1444661668,,,,,europe lovers,,,,,,,,,,false,,,,,,,,,,
56021b6dc5fd9455673e57f3,www.facebook.com/Eroupa Mi Amoré,7,,2014,Unspecified,,2,,1442978571.442089,3608,2014/7,أوروبا مي أموري,3608,"Europe lost the dream <3
 <3 Lamine & Sisou",Journalist,504852442895943,www.facebook.com/Eroupa Mi Amoré,1444661693,,,,,europe mi amore,,,1449021035,1449218930,1449548027,1449789393,1450136090,,,,,,,,,,,,,
56021c19c5fd9455673e58e0,,,,2013,Founded,,7,,1442978680.224251,3010,2013,عشاق اوروبا,3010,Europe lovers,Actor/Director,469323473151623,,1444662235,,,,,europe lovers,,,1449021460,1449219389,1449548502,1449789871,1450136556,,,,,,,,,,,,,
56021d84c5fd9455673e5ac4,,10,10,2010,Born,,17,,1442978852.373855,1481,2010/10/10,real madrid c.f [hd] | صحيفة عملاق اوروبا ريال مدريد,1481,,Sports Team,190183327761263,,,+21623968101,Gafsa,Tunisia,,real madrid cf [hd] | european newspaper giant real madrid,,,,,,,,tunis,2170,false,,,,,,,,,,
56021f67c5fd9455673e5c67,http://www.rts-global.net,,,,,,10,,1442979214.941262,4535,,رحلات الصيد في شرق اوروبا,4535,"Royal Travel Company .hrkh specialized tourism in organizing fishing trips in eastern Europe (Bosnia).
www.rts-global.net",Travel/Leisure,605218262880243,,1447588348,<<not-applicable>>,Sarajevo,Bosnia and Herzegovina,"Our mission is to offer our customers the best possible fishing experience of what they want discovered in Eastern Europe

Our vision is to become the first choice for travelers in individual and group travel trips with high quality service, as well as for travel agents, tour operators and events allow.

We have a large network of partners in all parts of Eastern Europe, which gives us the flexibility and the ability to arrange all the wishes of all customers. We prefer the preparation of programs specifically designed for our customers to try to accommodate all their needs at the best price while maintaining our high level of professionalism and well-being.",fishing trips in eastern europe,43.86075,18.42136,,,,,,Fojnicka 9,,,,,,,,,,,,
5602208cc5fd9455673e5e2d,,,,2000,Born,,17,,1442979702.612373,3454,2000,دوري ابطال اوروبا  champions league,3454,,News Personality,515128518630406,,1447589112,,,,,champions league champions league,,,,,,,,,,,,,,,,,,,,
56022115c5fd9455673e5ea7,,,,,,,3,,1442979995.354384,148,,ابطال  اوروبا,148,Athletic site,Sports Team,252482441557775,,,,,,,europe champions,,,,,,,,,,false,,,,,,,,,,
5602237ac5fd9455673e6047,https://www.facebook.com/pages/%D8%A7%D9%84%D8%AC%D8%A7%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%B5%D8%AD%D8%B1%D8%A7%D9%,,,,,,21,,1442980128.368764,621,,الجاليات الصحراوية في اوروبا comunidad saharaui en europa,621,"Views and proposals for effective community in order to desert the national cause
Communities desert, desert the nucleus of the future for generations carrying case",Community,1568955553334112,,1447590346,,Madrid,Spain,,desert communities in europe comunidad saharaui en europa,,,,,,,,,,,,,,,,,,,,
56022402c5fd9455673e60bf,<<not-applicable>>,1,6,2014,Started,,2,,1442980741.270717,575,2014/1/6,عشاق اوروبا,575,Boùnjooùr,Sports Venue,188202768022758,,,<<not-applicable>>,Oujda,Morocco,"I love Yoùù

Boùnjoùùr 
Wellcooom",europe lovers,34.6867,-1.91139,,,,,,,60000,false,,,,,,,,,,
5602263fc5fd9455673e6299,<<not-applicable>>,1,6,2013,Launched,,23,,1442980876.459342,11880,2013/1/6,hazemon europe حازمون أوروبا,11880,Are firm on the love of the Prophet and his Sunnah are moving,Public Figure,236127976489508,,1447591350,00201000000000,القاهرة,,,hazemon europe assertive europe,,,,,,,,,٥٨٦٣٢١١١٤,,,,,,,,,,,
56022712c5fd9455673e6366,,,,,,,5,,1442981450.099254,3717,,فى أوروبا والدول المتقدمة,3717,Page created to critique each stinging sarcasm excesses Egyptians ..,Community,203972333031695,,1447591841,,,,"Page created to critique each stinging sarcasm excesses Egyptians

Whether they are government or nation or individuals or groups

B an attempt to raise awareness to improve Bmsrna

With an emphasis on Mraatna full commitment to dialogue politely.

We ourselves and our goal sophistication Bootanna

And we will never be a page to spread sedition and transmit the spirit of the band between the Egyptians

Or have the intellectual decadence and lack of respect for others is our means to express :)

We do not belong to a stream or a particular political ideology of the page does not aim to offend or defame anyone even though we were different with him

We adhere to our goal which is the main criticism of society and try to correct behaviors and place it on the right track

Workers, saying the Almighty:

""God does not change the condition of a people until they change what is in themselves"" Thunder verse 11

We do not only aim to increase the number of page so there will be rules for participation:

- No insulting and hurting anyone present on the page, ""even if the group of wedge Yaris"": D

- No promotion or advertising of any political figure and engage in political debate and dispute over candidates, whoever they are.

- Is strictly prohibited putting pictures in breach of literature and put it immediately and will be permanently banned without warning.

- No abuse of religions or people of different religions or nationalities of us.

- Allowed rational dialogue certainly hard esteemed in regard to things back home.

- Finally, all members are allowed to write on the Wall and to freely express his opinion as long as it was committed to dialogue politely.",in europe and developed countries,,,,,,,,,,,,,,,,,,,,
560228c5c5fd9455673e64f8,,,,,,,20,,1442981660.615066,20594,,عشاق ومحبي ملوك اوروبا     lovers and lovers of the kings of europe,20594,"We [the Kings] and we will rise, in Smaae Albornaabio .. <3",Sports Team,152025774860094,,,,,,"..
Hda'h / K'l to M'dra'da .. ~ ¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶§§§§_§§§§¶¶¶¶¶ ¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶§§ _____ § _____ §§¶¶¶¶¶¶¶ ... ¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶¶¶¶¶¶¶¶§§§§ _______ § _______ §§§§¶¶¶ ... ¶¶¶¶¶¶¶¶ ¶¶¶ ¶¶¶¶¶¶¶¶¶ __________ §§§§§_§§__§ ______ ¶¶¶¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶¶¶¶§ ____ §§§¶§¶ ¶¶¶¶§¶¶¶¶¶¶¶§§§ ____ §¶¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶¶¶¶__§§§§_§§¶§§¶§ ___ §¶§§§§__§§§§__¶¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶¶¶§_§¶¶¶§ ___ §§_§§§§§§§_§ § ___ §¶¶¶§_§¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶¶¶__§¶§§§§§§§§§§§§§§§§§§§§§ §¶§§¶§__¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶¶¶ ___ §_§§§§§_§§§_§§§_§§§_§§§§§ _§ ___ ¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶¶¶¶¶¶§_§§_§¶¶§§§§¶¶¶§§§§¶¶§_§§_§ ¶¶¶¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶¶¶¶¶¶¶¶_§§¶¶¶¶¶¶§§§§§¶¶¶¶¶¶§§_¶¶ ¶¶¶¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶§§ _______ §_§ _____ §§¶¶¶¶¶¶¶¶¶¶¶¶¶¶ ¶ ¶¶¶¶¶¶¶¶¶¶¶¶§§ ___ §§§§§§ _____ §§§§§§ ___ §§¶¶¶¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶ ¶¶¶§ ____ § ___________________ § ____ §¶¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶¶§ ___ §§§§__REAL MADRIIIIIIID__§§§§ ___ §¶¶¶¶¶¶¶ ¶¶ ¶¶¶¶§ ___ §§§§_§§§ _______________ §§§§§§§§ ___ §¶¶¶¶¶ ¶¶¶¶¶§__§§§§ _____ §§ _____ §§§ ____ § §§_§§_§§§§§__§¶¶¶¶ ¶¶¶¶§__§§§§__§¶¶§_§§§§§§§§§§§§§§_§§ §§§__§§§§__§¶¶¶ ¶¶¶§__§§§ ___ ¶¶¶¶¶§ ____ §§§§§§§ ____ §§ ___ §§__§§§__§¶¶ ¶¶§__§§§ ___ ¶¶¶¶§ ___ §__§§__§§§_§§§__§§__§§__§§§__§¶ ¶¶__§§§ ___ ¶¶¶¶ § ___ ¶¶¶ ___ §§§_§§§_§§§§¶§__§§__§§§__¶ ¶§__§§§__¶¶¶¶§__§¶¶¶¶¶§ ____ §§ _____ §§ _____ §__§§§__§ ¶__§§§__§__¶¶ ___ ¶¶¶¶¶¶¶¶§_§¶§ ____________ §§__§§§_§ ¶__§§ §__§ ___ §__§¶¶¶¶¶¶¶¶¶¶¶¶¶¶ ____________ §__§§§_§ §__§§§_§§__§§__¶¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶§ __________ §__§§§__ §__§§§_§§__§§__§§¶¶¶¶¶§ _____ §¶¶¶¶§ ________ §__§§§_§ ¶__§§§__§ ___ ¶__§__¶¶¶¶§_§¶¶¶¶¶¶¶¶¶¶ _______ §__§§§__ ¶§_§§§__§§__§§_§ §__§¶¶§_§¶§§§¶¶¶¶¶¶¶§ ____ §§__§§§_§ ¶§__§§§_§§ ___ §§_§§ ___ ¶§ _____ §¶ ¶¶¶¶§¶¶¶§__§__§§§__¶ ¶¶__§§§§_§§ ___ §§__§§_§§_§¶¶¶¶¶¶¶§__§¶¶ ¶¶§__§§§§__¶ ¶¶¶__§§§§_§§§ ___ §§§_§§§_§¶¶§§§ ____ §§¶¶¶§__§§§§__ ¶¶ ¶¶¶§__§§§§§§ _____ §§§§§ _________ §§¶¶¶¶¶¶§_§§§§__§¶¶ ¶¶¶¶§__§§§ ___________ §§ _§§§§¶¶¶¶¶¶¶¶¶¶¶¶¶§§§__§¶¶¶ ¶¶¶¶¶¶ ___ § ___________ §§_§ ____ §¶¶¶¶¶¶¶¶¶ ¶§§ ___ ¶¶¶¶¶ ¶¶¶¶¶¶¶§__§§ __________ §§§ ______ §¶¶¶¶¶§§ ____ §¶¶¶¶¶¶ ¶¶¶¶¶¶¶¶§ ___ §§§_By: ~ [wooolf] ~ __¶§§ ______ ¶¶¶¶¶¶¶¶¶ ¶¶¶¶¶¶¶¶¶¶¶§ ___ §§§ _____________________ §¶¶¶¶¶¶¶ ¶¶¶ ¶¶¶¶¶¶¶¶¶¶¶¶¶§§ ___ §§§§§§§§§§§§§§ _____ §¶¶¶¶¶¶¶¶¶¶¶¶ ¶¶¶ ¶¶¶¶¶¶¶¶¶¶¶¶¶¶§§§§§§_§§§§§§§§§§¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶",عشاق ومحبي ملوك اوروبا     lovers and lovers of the kings of europe,,,,,,,,,,false,,,,,,,,,,
56022972c5fd9455673e65d3,,,,,,,73,,1442982100.706316,2719,,السفر الى اوروبا,2719,,Tours/Sightseeing,211751502333669,,1447592221,01280893607,Cairo,Egypt,,travel to europe,30.0502,31.2444,,,,,,ain shams,11311,,,,,,,,,,,
56022adac5fd9455673e6842,,,,,,,106,,1442982268.882004,3598,,ii عشّاق أوروبَا,3598,"Dear visitor, we are pleased Jam and Komntek like it and and an overall Abestamtk our goal and silence bothers us
║▌║█║│▌ █ ││║▌║ © ®",Company,1634784456760102,,,,London,United Kingdom,,ii عشّاق أوروبَا,51.5072,-0.1275,,,,,,,,false,,,,,,,,,,
56022b57c5fd9455673e68b2,www.mc danche.com,2,9,2013,Launched,,2,,1442982628.861011,405,2013/2/9,بنات اوروبا,405,,Musician/Band,419306391484561,www.mc danche.com,1447592528,,,,,girls europe,,,,,,,,,,,,,,,,,,,,
56022bb8c5fd9455673e68c7,,,,,,,2,,1442982761.181863,185,,سياحة في أوروبا فرنسه و بریطانیه,185,"Tourism in Europe Tlebattکm personal we Amaaکm along

Saed_ebf76@yahoo.fr
0033605771477
ID SKYPE: Saed_france76",Travel/Leisure,159680070900938,,1447592687,0033605771477,,,Nhno guides are living Arabs live in Europe and we know full tourist or price areas that fit each rolls community and Bamکanna hotel reservation m Alchqq furnished and Mraafqatکm ک tour guide and interpreter adults French and English .nhno us a possibility to welcome people with special needs and the elderly .,tourism in europe and british frnasseh,,,,,,,,,,,,,,,,,,,,
56022fa7c5fd9455673e6ad5,www.admcsport.com,9,17,2012,Founded,,1483,,1442982855.605607,262500,2012/9/17,أخبار دوري أبطال أوروبا,262500,"A page of the site Super Sport offers the latest news about the Champions League
http://www.super.ae/ar/",Media/News/Publishing,318084644957379,,1447599134,,Abu Dhabi,United Arab Emirates,,champions league news,24.4072495,54.4681587,,,,,,United Arab Emirates,+971,,,,,,,,,,,
560230bfc5fd9455673e6c96,,,,,,,1,,1442983857.950064,685,,عشاق اوروبا / lovers of europe,685,,Movie Character,445355612218743,,1447600305,,,,,عشاق اوروبا / lovers of europe,,,,,,,,,,,,,,,,,,,,
5602319ac5fd9455673e6d78,http://susmf.net,,,,,,7,,1442984137.685691,2464,,مكتب تعليم عالي في اوروبا مولدوفا وارمينيا مولدافيا,2464,"Faculty of Medicine was established in Moldova in 1945 in Moldova.

And characterized by the Faculty of Human Medicine in Moldova outstanding cadre, a highly experienced",University,1448265095444384,,1444927769,00972526796012,כפר קרע  ,,,high office of education in europe  moldova and armenia  moldova,,,,,,,,كغرقرع  כפר קרע,30075,,,,,,,,,,,
56023353c5fd9455673e7035,http://europeanresidence.jimdo.com/,,,,,,15,,1442984357.354552,10537,,الهجره الشرعيه الى اوروبا,10537,Legal migration to Europe,Travel/Leisure,1477381165840538,http://europeanresidence.jimdo.com/,1444928987,01020965684,Giza,Egypt,"Want to travel to Europe Hraeih.tabt way of failed attempts
Hansaadk Tsafrlooroba by country available to us and we have available all kinds of invitations to tourism, employment and trade, which enhances your attitude when submitting Awarqk for Safarhwalhsol residence",legal migration to europe,30.0502,31.2444,,,,,,"10 Hussien wasef st, Al Mesaha, Square Doqi,Giza, Egypt",,,,,,,,,,,,
560234bbc5fd9455673e721c,http://www.facebook.com,,,,,,13,,1442984803.484681,2294,,عشاق اوروبا,2294,https://www.facebook.com/youyou.milano.374,Community,221967357977927,,1447601854,,,,,europe lovers,,,,,,,,,,,,,,,,,,,,
5602368ec5fd9455673e741d,,,,,,,4,,1442985158.179755,1562,,اورُوباَ الحُلمْ الضَائِعْ,1562,"║▌│Objectif: 2,OOO Fans ツ
ORIGINAL PAGE MADE IN ALGERIA",Community,429689127146057,,1444929772,,,,,europe lost dream,,,,,,,,,,,,,,,,,,,,
560238a2c5fd9455673e7636,,,,2013,Founded,,85,,1442985624.915531,2705,2013,المستقبل للدراسة في اوروبا,2705,"Fully prepared to receive students at the airport with secure accommodation bookings, hotels, student accommodation",Company,505424819507654,,1444930788,0592102171,,,"We provide all acceptances bachelor's degree and Master
Business Administration
Applied Mathematics
Energy and Raw Materials
Chemistry
Power Systems Technologies
Geoenvironmental Engineering
Computer Science
Mechanical Engineering
Materials Science and Engineering
Geosciences of Raw Materials
Technical Informatics
Process Engineering / Chemical Engineering
Business Informatics
Industrial Engineering",the future to study in europe,,,,,,,,قطاع غزة,,false,,,,,,,,,,
56023906c5fd9455673e767b,http://info-europe.blogspot.com,,,,,,7,,1442986156.727213,10479,,اوروبا بين يديك,10479,Page for information about tourism and travel to Europe,Non-Profit Organization,459620700857418,http://info-europe.blogspot.com,1444931424,+201143690290,Sevila,Belarus,,europe in your hands,55.1667,27.95,,,,,,,43100,,,,,,,,,,,
56023b30c5fd9455673e77c5,http://arabeuropa-s.com,,,,,,62,,1442986257.417442,297,,صفحة الهجرة الي أوروبا,297,Page of the site Arabs social Europe Charcot McKenna,Society/Culture Website,278990115567893,http://arabeuropa-s.com,1444932438,,,,"The page will display the all-new social site Arabs Europe
It is a special site on all matters relating to the European
http://arabeuropa-s.com/",page migration to europe,,,,,,,,,,,,,,,,,,,,
56023c2dc5fd9455673e7896,,,,,,,6,,1442986816.128567,336,,أوروبا و عشاقها,336,,Magazine,581040131938389,,1444932840,0550606887,Ben 'Aknoûn,Algeria,,europe and lovers,,,,,,,,,,,,,,,,,,,,
56023ca5c5fd9455673e792e,www.amour.fr,,,2012,Started,,0,,1442987063.49101,155,2012,أوروبا الروجية,155,Salam 3alikom cliki jaime invited friends and -999 Fan nebdaw <3.,Community,220564997996642,,1444933064,,,,,europe alroujeh,,,,,,,,,,,,,,,,,,,,
56023e6ec5fd9455673e7cab,,,,,,,28,,1442987184.043619,28466,,سلعة من اوروبا,28466,Nightlife is Altmriel and night,Restaurant/Cafe,449685638476772,,1444935601,,Dortmund,Germany,,commodity from europe,51.51205,7.46357,,,,,,Dortmund,,,,,,,,,,,,
56023eeac5fd9455673e7d19,,,,,,,12,,1442987640.503208,1471,,ناس الجزائر في اوروبا,1471,"hna Ahab lablad Aktar Ali clouds 3aychine
Oke",Product/Service,143544525810916,,1444935810,,Madrid,Spain,,algeria people in europe,,,,,,,,,28027,,,,,,,,,,,
56023f7ec5fd9455673e7d60,http://www.palmedeurope.eu,,,,,,3,,1442987764.955066,619,,تجمع الأطباء الفلسطينيين  في أوروبا,619,Palestinian doctors in Europe rally is purely professional gathering aims to limit and bind the Philistines doctors in Europe and has branches in eight European countries,Local Business,134467589907852,http://www.palmedeurope.eu,1444936068,FAX 00(0)1 42 23 18 90,Paris,France,,palestinian doctors gathered in europe,48.8952217,2.3496201,,,,,,CLIGNANCOURT RUE DE 142,75018,,,,,,,,,,,
56024060c5fd9455673e7e60,http://facebook.com/rabeh.a.kater,3,2,1978,Born,,10,,1442987915.591947,3239,1978/3/2,دوري ابطال اوروبا   uefa champions league,3239,,Athlete,287232651376763,,1444936615,,,,,champions league  uefa champions league,,,,,,,,,,false,,,,,,,,,,
560240e8c5fd9455673e7f02,,,,2014,Founded,,3,,1442988138.541298,3113,2014,statut pub,3113,"Page lie under the slogan and sponsored by the European Zol sale in the country g Karh Amoostachat """,Local Business,530684537029759,,1444937070,,Dellys,Algeria,,,36.91716,3.91311,,,,,,Alger,00000,,,,,,,,,,,
5602418fc5fd9455673e7f60,http://www.facebook.com/pages/dwry-alasbany-w-dwry-abtal-awrwba/118146938240390?v=info&edit_info=all,,,2010,Unspecified,,52,,1442988275.820145,9232,2010,دوري الاسباني و دوري ابطال اوروبا,9232,Welcome Bmaajabi Liga and Champions League matches the timing of time Saudi Arabia,Company,118146938240390,,1444406672,,,,"Spanish League and Champions League

Time will be the time Saudi Arabia",liga and the champions league,,,,,,,,,,false,,,,,,,,,,
5602428ec5fd9455673e80b8,,,,,,,5,,1442988446.834264,836,,عشاق أوروبا,836,milan,Sports Team,571629672858956,,1444937480,,,,,lovers europe,,,,,,,,,,false,,,,,,,,,,
560244afc5fd9455673e8317,http://www.alawda.eu  ,,,,,,26,,1442988702.111416,3195,,مؤتمرات فلسطينيي أوروبا,3195,"Official page of the Conference of Palestinians in Europe
Palestinians In Europe Conference",Community,166328110149178,http://www.alawda.eu,1444939580,,,,"a open invitation
General Secretariat of the Palestinians in Europe Conference is pleased, and the Palestinian Return Centre in London, inviting the Palestinian people about it and interested to participate in the activities of Palestinian Conference Europe



for more information:

General Secretariat of the Palestinians in Europe Conference www.alawda.eu
Email: Palestine1.info@gmail.com Tel: 0043 69913811754

Palestinian Return Centre www.prc.org.uk
email: info@prc.org.uk
Tel: 0044 (0) 20 84530919 Fax: 0044 (0) 20 84530994",palestinians in europe conference,,,,,,,,,,,,,,,,,,,,
5602469fc5fd9455673e85dd,https://www.facebook.com/profile.php?id=100004529761938,1,5,2011,Founded,,5,,1442989251.751412,3076,2011/1/5,عشاق اوروبا,3076,,Local Business,109401365937450,,1444940813,,Algeciras,Spain,,europe lovers,42.17913,-0.26665,,,,,,Spain,000000,,,,,,,,,,,
56024707c5fd9455673e85ef,,,,,,,3,,1442989737.928722,4901,,سيارات من أوروبا,4901,Import and export of new and used cars from Europe and on demand,Automobiles and Parts,225554964242366,,1444940940,,,,,cars from europe,,,,,,,,,,,,,,,,,,,,
56024821c5fd9455673e87e7,,,,2012,Founded,,2,,1442989842.338575,3520,2012,أوروبا الحل الوحيد,3520,♥ of Bakri Mkash blossom ~ ~ minimum Attatna the back of the living Moore Sea ♥,Musician/Band,504054152982704,,1444941533,,Constantine,Algeria,,europe only solution,,,,,,,,,,,,,,,,,,,,
56024a0bc5fd9455673e8944,http://facebook.com,,,,,,10,,1442990123.674871,215,,سيد اوروبا   الملكي,215,King of Europe,Sports Team,279815142159831,,1444942317,,,,,mr. europe   royal,,,,,,,,,,false,,,,,,,,,,
56024a69c5fd9455673e8957,http://www.agwaaeurope.com,,,,,,0,,1442990613.792465,763,,أجواء أوروبا   agwaaeurope,763,,Local/Travel Website,357957051000864,http://www.agwaaeurope.com,1444942471,,Cairo,Egypt,Europe atmosphere - Discover Europe tourist cities through our site and to check our tourist attractions and ticket prices and hotels .....,europe atmosphere   agwaaeurope,,,,,,,,EGYPT,,,,,,,,,,,,
56024accc5fd9455673e898a,,,,,,,110,,1442990707.766119,2093,,عرب في أوروبا arabs in europe,2093,We welcome all Arabs living outside their country and invites page Arabs in Europe Arabs in Europe to follow them and welcome everyone.,Community,215987308554683,,1444942627,,,,,arabs in europe arabs in europe,,,,,,,,,,,,,,,,,,,,
56024b25c5fd9455673e89a1,http://europe.titiz,,,,,,1,,1442990812.321441,3973,,أوروبا في القلب,3973,"I love my country but national does not like me, the more I grew Sabri shortages and increased Imnapl unfortunately adore Europe",Artist,178388702342672,http: //europe.titiz,1444942741,,,,,in the heart of europe,,,,,,,,,,,,,,,,,,,,
56024bc2c5fd9455673e8a4a,,,,,,,7,,1442990896.1008,3756,,الدراسة في أوروبا الشرقية _ الحلم للسفر والتعليم,3756,Companies involved in the domain of education and tourism.,Education,310919502339182,,1444943088,,Damascus,Syria,"Dream travel and education: a private group based on providing services for those who wish to complete their education and secure acceptances study the finest universities in Eastern Europe. Russia. Belarus. Ukraine. .
We also secured tourist programs at competitive prices in the above-mentioned countries ..",the study in eastern europe _ the dream of travel and education,,,,,,,,,,,,,,,,,,,,
56024d6cc5fd9455673e8c83,,,,2013,Started,,9,,1442991052.995308,3495,2013,افارقة والحلم اوروبا لكن نحب الجزائر     _,3495,"The_AfRiCaN : www.facebook.com/The.AfRiCaN20
♥ ▂ ▄ ▅ ▇ █  Objéctif ✔10.OOO █ ▇ ▆ ▄ ▂♥                     _________<[ صفحة افريقية جزائرية ]>__________",Just For Fun,680022362022496,,1444943955,,,,"The_AfRiCaN : www.facebook.com/The.AfRiCaN20
♥ ▂ ▄ ▅ ▇ █  Objéctif ✔10.OOO █ ▇ ▆ ▄ ▂♥                     _________<[ صفحة افريقية جزائرية ]>__________",africans and dream of europe  but we love algeria  _,,,,,,,,,000000,,,,,,,,,,,
56024dc0c5fd9455673e8c95,,3,15,2014,Founded,,0,,1442991478.895578,606,2014/3/15,اوَروَباًَْ عَـشًًًًٌََََُُُُْْيقُتُيُ الاَْْوُلَىَ,606,Europe's my dream and the dream of every Algerian,Photographer,257605374418378,,1444944061,,,,,europe for the first my mistress,,,,,,,,,,,,,,,,,,,,
56024f27c5fd9455673e8e32,http://www.facebook.com/dre.amer.7587,,,,,,5,,1442991562.519405,3559,,اًوُرُوبٌاً ًتًنًاًَدٌيٌٌ وٌ اٌلهََرُُُُُبٌٌةََ لمن اٌٌٌسًُتًَطًَُاًَُعًُ,3559,,Magazine,423357944436712,,1444944779,,,,,europe and calling for those who can herbh,,,,,,,,,,,,,,,,,,,,
5602505bc5fd9455673e9032,http://www.facebook,,,2013,Started,,6,,1442991921.458552,5593,2013,عشاق اوروبا,5593,"Especially lovers Europe and Page only to Thrash
 Forbidden insults and verbal abuse
He smiled seen Almoral Nchalh 100.000",Book,116823361846472,,1444945566,,,,,europe lovers,,,,,,,,,,false,,,,,,,,,,
560251d9c5fd9455673e9246,,,,,,,4,,1442992235.427282,1181,,عشاق أوروبا,1181,"EUROPAAAAAAAAAAAA FOR VIééééééééééé
برعاية البابيش and ""samùo davo vitsh""",Entertainer,236802646480728,,1444946299,0776499572,,,,lovers europe,,,,,,,,,,,,,,,,,,,,
56025232c5fd9455673e9267,,,,,,,2,,1442992612.211302,36,,ريكا اوروبا,36,"Smuggling from all over the world to European countries
""Pre- Bhr- Joe""
Guaranteed at affordable prices
In addition to passports and certificates of drive
ڤeiber +447482636977",News Personality,681938841937148,,1444946403,+447482636977,London,United Kingdom,,rica europe,,,,,,,,England,,,,,,,,,,,,
5602527ac5fd9455673e926e,<<not-applicable>>,,,,,,0,,1442992700.4815,53,,أوروبا وجهتي,53,,Farming/Agriculture,350377161762288,,1444946481,0666683554,Guelma,Algeria,,europe and my,36.4661,7.43389,,,,,,,,,,,,,,,,,,
560254cec5fd9455673e97be,,6,5,2012,Opened,,7,,1442992773.147753,3606,2012/6/5,championnat d algerie,3606,ahkI mlIiHè: wlàdé USMA & csc: OR NEVER yètihé the 3Làm,Actor/Director,425736120780632,,1444948079,,Sétif,Algeria,,algeria championship,,,,,,,,,19000,,,,,,,112190445463274,,,,
5602560fc5fd9455673e9965,https://www.facebook.com/pages/%D8%AF%D9%88%D8%B1%D9%8A-%D8%A3%D8%A8%D8%B7%D8%A7%D9%84-%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D8,5,31,2015,Opened,,30,,1442993369.111584,2746,2015/5/31,دوري أبطال أوروبا    uefa champions league,2746,,Sports Team,1438023263170471,,1444948905,218944785018,London,Canada,"Page publishes all the important news about the Champions League and the five major periodicals, Il Mercato",champions league   uefa champions league,,,,,,,,canada,,false,ON,,,,,,,,,
56025831c5fd9455673e9c3d,real.madrid CF,,,,,,3,,1442993689.447965,1662,,مُلوكـْ أوروبآآ real madrid c.f,1662,"Real Madrid .....'s hard to talk about the one you love, therefore I did not say something nice you Vjnona your beauty is a given ... it's love",Sports Team,326813140672921,,1444950117,,,,"""It is not easy to beat Real Madrid, so he is to win, which carries a different flavor from other victories""

We are not the public adores his club ,,, but the body of the Royal and uninspired

The ""best players in the world were born to play at Real Madrid.""",مُلوكـْ أوروبآآ real madrid c.f,,,,,,,,,,false,,,,,,,,,,
560258bec5fd9455673e9cf3,,,,,,,5,,1442994236.212474,3569,,سيارات من اوروبا وامريكا car from uero& usa,3569,,Consulting/Business Services,536498636363778,,1444950460,00962795086100 / 00436649157574,khalda,,,cars from europe and america   car from uero & usa,,,,,,,,amman - jordan,.,,,,,,,,,,,
